0,6
1,8
2,5
3,8
4,5
5,8
6,6
7,7
8,7
9,6
10,6
11,8
12,7
13,6
14,6
15,6
16,8
17,7
18,7
19,6
20,7
21,5
22,7
23,6
24,6
25,6
26,7
27,6
28,6
29,7
30,7
31,6
32,7
33,7
34,7
35,4
36,7
37,5
38,9
39,6
40,8
41,6
42,7
43,7
44,6
45,6
46,6
47,7
48,6
49,7
50,5
51,8
52,8
53,7
54,8
55,5
56,6
57,6
58,7
59,7
60,6
61,8
62,6
63,8
64,6
65,7
66,7
67,6
68,8
69,6
70,6
71,8
72,5
73,7
74,6
75,7
76,7
77,7
78,7
79,7
80,6
81,6
82,6
83,7
84,6
85,6
86,7
87,6
88,6
89,9
90,5
91,8
92,6
93,6
94,6
95,6
96,7
97,7
98,8
99,7
100,6
101,6
102,7
103,8
104,6
105,7
106,7
107,6
108,7
109,8
110,7
111,7
112,7
113,6
114,7
115,7
116,7
117,7
118,7
119,4
120,7
121,7
122,8
123,6
124,7
125,8
126,7
127,7
128,8
129,6
130,7
131,7
132,8
133,7
134,7
135,7
136,7
137,8
138,7
139,7
140,5
141,7
142,6
143,7
144,7
145,7
146,7
147,7
148,6
149,7
150,8
151,6
152,8
153,5
154,6
155,7
156,8
157,6
158,7
159,7
160,6
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,6
169,7
170,6
171,6
172,7
173,7
174,6
175,7
176,7
177,7
178,8
179,7
180,7
181,5
182,7
183,7
184,7
185,7
186,7
187,7
188,6
189,7
190,8
191,6
192,7
193,6
194,7
195,6
196,5
197,6
198,8
199,6
200,9
201,7
202,7
203,7
204,6
205,6
206,5
207,7
208,7
209,6
210,6
211,6
212,7
213,6
214,8
215,6
216,7
217,7
218,8
219,7
220,7
221,8
222,6
223,6
224,5
225,6
226,7
227,7
228,5
229,6
230,7
231,8
232,6
233,8
234,8
235,6
236,6
237,6
238,7
239,6
240,6
241,7
242,8
243,6
244,6
245,6
246,7
247,7
248,5
249,7
250,7
251,8
252,6
253,7
254,8
255,7
256,6
257,7
258,6
259,7
260,7
261,6
262,7
263,6
264,5
265,9
266,7
267,6
268,5
269,7
270,7
271,5
272,7
273,5
274,7
275,7
276,8
277,7
278,7
279,6
280,8
281,6
282,5
283,8
284,5
285,6
286,7
287,6
288,6
289,8
290,7
291,8
292,7
293,6
294,5
295,7
296,6
297,8
298,8
299,6
300,7
301,8
302,4
303,7
304,8
305,6
306,4
307,6
308,6
309,6
310,5
311,7
312,7
313,7
314,6
315,6
316,7
317,7
318,6
319,6
320,5
321,7
322,7
323,6
324,7
325,7
326,6
327,7
328,8
329,9
330,5
331,7
332,6
333,6
334,5
335,6
336,7
337,7
338,7
339,7
340,7
341,8
342,6
343,8
344,6
345,8
346,6
347,7
348,6
349,5
350,6
351,8
352,6
353,5
354,7
355,7
356,6
357,6
358,6
359,6
360,7
361,6
362,6
363,6
364,7
365,6
366,6
367,7
368,6
369,6
370,8
371,6
372,7
373,8
374,4
375,7
376,7
377,7
378,8
379,8
380,5
381,6
382,7
383,6
384,5
385,7
386,8
387,7
388,6
389,7
390,6
391,6
392,5
393,7
394,7
395,7
396,8
397,7
398,9
399,6
