Date	E1-0.0241	E2-0.0317	E3-0.0416	E4-0.0625	E5-0.0900	E6-0.1275	E7-0.1725	E8-0.2700	E9-0.4075	E10-0.6250	E11-0.9250	E12-1.3000	E13-2.0000
1989-09-22	7.02088e+00	6.91479e+00	6.73989e+00	6.29968e+00	5.65105e+00	4.73455e+00	3.86499e+00	3.42100e+00	3.05657e+00	2.38786e+00	1.38650e+00	8.10273e-02	-2.41694e+00
1989-09-23	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1989-09-24	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1989-09-25	6.18888e+00	6.05347e+00	5.84277e+00	5.33594e+00	4.62288e+00	3.74056e+00	3.27748e+00	3.09556e+00	2.80957e+00	2.25364e+00	1.39204e+00	2.51700e-01	-1.44719e+00
1989-09-26	6.77264e+00	6.60430e+00	6.34967e+00	5.74662e+00	4.90194e+00	3.79355e+00	2.97890e+00	2.59865e+00	2.21483e+00	1.58831e+00	6.88826e-01	-4.66389e-01	-2.30885e+00
1989-09-27	6.06305e+00	5.96849e+00	5.80902e+00	5.40331e+00	4.80688e+00	3.99273e+00	3.28703e+00	2.75408e+00	2.15472e+00	1.11822e+00	-3.81893e-01	-2.22813e+00	-4.40734e+00
1989-09-28	6.06984e+00	5.96283e+00	5.79108e+00	5.37204e+00	4.77826e+00	3.98955e+00	3.29729e+00	2.75478e+00	2.20609e+00	1.28729e+00	-4.49495e-04	-1.60083e+00	-4.53544e+00
1989-09-29	5.92208e+00	5.79453e+00	5.59399e+00	5.10779e+00	4.41473e+00	3.47489e+00	2.67825e+00	2.30951e+00	2.14873e+00	2.08672e+00	2.02456e+00	1.88201e+00	1.50006e+00
1989-09-30	6.26259e+00	6.11069e+00	5.87884e+00	5.32829e+00	4.55224e+00	3.47588e+00	2.41259e+00	2.20841e+00	2.29533e+00	2.32921e+00	2.27840e+00	2.13600e+00	1.75356e+00
1989-10-01	6.32120e+00	6.22285e+00	6.05895e+00	5.64516e+00	5.03805e+00	4.19339e+00	3.40089e+00	2.89090e+00	2.44378e+00	1.72667e+00	1.16392e+00	9.51116e-01	5.69734e-01
1989-10-02	5.93399e+00	5.83931e+00	5.68029e+00	5.27690e+00	4.68874e+00	3.89150e+00	3.21650e+00	2.76364e+00	2.27906e+00	1.42792e+00	1.86107e-01	-1.39928e+00	-4.32380e+00
1989-10-03	6.27771e+00	6.15464e+00	5.96157e+00	5.49778e+00	4.84853e+00	3.98612e+00	3.20680e+00	2.69478e+00	2.26273e+00	1.49675e+00	3.62375e-01	-1.10863e+00	-3.88808e+00
1989-10-04	6.25188e+00	6.15000e+00	5.98255e+00	5.56467e+00	4.96001e+00	4.15829e+00	3.54980e+00	3.18401e+00	2.74458e+00	1.95502e+00	7.85952e-01	-7.26967e-01	-3.59866e+00
1989-10-05	6.20211e+00	6.09562e+00	5.92186e+00	5.49030e+00	4.86898e+00	4.05429e+00	3.46455e+00	3.16857e+00	2.82499e+00	2.18154e+00	1.20187e+00	-9.20427e-02	-2.59079e+00
1989-10-06	6.28362e+00	6.15943e+00	5.96558e+00	5.50231e+00	4.85786e+00	4.01729e+00	3.33577e+00	2.99721e+00	2.68916e+00	2.10320e+00	1.20252e+00	6.62533e-03	-2.31391e+00
1989-10-07	6.12684e+00	6.01400e+00	5.83271e+00	5.38753e+00	4.74995e+00	3.89191e+00	3.17647e+00	2.80658e+00	2.45011e+00	1.79593e+00	8.17093e-01	-4.51723e-01	-2.43920e+00
1989-10-08	6.04322e+00	5.90858e+00	5.69978e+00	5.20079e+00	4.50709e+00	3.65549e+00	3.15427e+00	2.87073e+00	2.46787e+00	1.73917e+00	6.59338e-01	-7.38009e-01	-3.39266e+00
1989-10-09	6.17425e+00	6.08345e+00	5.92928e+00	5.53584e+00	4.95662e+00	4.16408e+00	3.48204e+00	3.05521e+00	2.62174e+00	1.84596e+00	7.01257e-01	-7.58066e-01	-2.59908e+00
1989-10-10	6.25354e+00	6.15041e+00	5.98275e+00	5.56988e+00	4.98147e+00	4.19422e+00	3.49435e+00	3.04652e+00	2.66916e+00	1.98454e+00	9.57019e-01	-3.86721e-01	-2.96083e+00
1989-10-11	6.20809e+00	6.10866e+00	5.94408e+00	5.53152e+00	4.93276e+00	4.13001e+00	3.49135e+00	3.15203e+00	2.79365e+00	2.12969e+00	1.12605e+00	-1.91684e-01	-2.71962e+00
1989-10-12	6.12026e+00	6.00798e+00	5.82780e+00	5.38613e+00	4.75617e+00	3.92466e+00	3.27935e+00	2.94567e+00	2.60398e+00	1.96702e+00	9.97192e-01	-2.80469e-01	-2.64983e+00
1989-10-13	5.97953e+00	5.87610e+00	5.70491e+00	5.27379e+00	4.64355e+00	3.80506e+00	3.21649e+00	2.94188e+00	2.59641e+00	1.94785e+00	9.59162e-01	-3.49844e-01	-2.89260e+00
1989-10-14	5.88062e+00	5.78078e+00	5.61417e+00	5.19255e+00	4.57556e+00	3.76340e+00	3.21543e+00	2.95984e+00	2.62745e+00	1.99896e+00	1.03746e+00	-2.34260e-01	-2.34381e+00
1989-10-15	5.81552e+00	5.70448e+00	5.52529e+00	5.08388e+00	4.45371e+00	3.65338e+00	3.14987e+00	2.90225e+00	2.56520e+00	1.93239e+00	9.70839e-01	-2.92743e-01	-2.43664e+00
1989-10-16	6.30369e+00	6.16009e+00	5.94208e+00	5.43341e+00	4.74226e+00	3.85387e+00	3.09223e+00	2.54972e+00	2.03312e+00	1.23537e+00	1.90586e-01	-1.09045e+00	-3.47247e+00
1989-10-17	6.25567e+00	6.14979e+00	5.97750e+00	5.55113e+00	4.93862e+00	4.11955e+00	3.43660e+00	2.98958e+00	2.52474e+00	1.73230e+00	5.98658e-01	-8.44487e-01	-3.57495e+00
1989-10-18	6.36045e+00	6.25404e+00	6.08160e+00	5.65639e+00	5.04657e+00	4.22498e+00	3.52431e+00	3.11791e+00	2.72049e+00	2.00143e+00	9.32272e-01	-4.52108e-01	-2.64715e+00
1989-10-19	6.56369e+00	6.43154e+00	6.22808e+00	5.74745e+00	5.08418e+00	4.20344e+00	3.35367e+00	2.76936e+00	2.48451e+00	2.26372e+00	2.15031e+00	2.00127e+00	1.62040e+00
1989-10-20	6.58811e+00	6.43438e+00	6.20377e+00	5.67157e+00	4.95472e+00	4.01215e+00	3.07629e+00	2.66655e+00	2.65205e+00	2.61660e+00	2.53029e+00	2.36749e+00	1.96838e+00
1989-10-21	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1989-10-22	7.32465e+00	7.21416e+00	7.03525e+00	6.59299e+00	5.95415e+00	5.06132e+00	4.13197e+00	3.61221e+00	3.42148e+00	3.03200e+00	2.41430e+00	1.58746e+00	-1.37312e-02
1989-10-23	6.55472e+00	6.46502e+00	6.31196e+00	5.91918e+00	5.33319e+00	4.47984e+00	3.45697e+00	2.61848e+00	2.69535e+00	2.73071e+00	2.68162e+00	2.54120e+00	2.16244e+00
1989-10-24	6.38728e+00	6.28179e+00	6.11408e+00	5.70787e+00	5.12948e+00	4.31743e+00	3.43799e+00	2.91622e+00	2.85441e+00	2.74115e+00	2.55588e+00	2.29528e+00	1.78342e+00
1989-10-25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1989-10-26	6.65079e+00	6.56037e+00	6.40714e+00	6.01718e+00	5.44252e+00	4.62131e+00	3.67204e+00	2.85785e+00	2.79623e+00	2.63937e+00	2.36551e+00	2.02186e+00	1.46690e+00
1989-10-27	6.61370e+00	6.50369e+00	6.32736e+00	5.89686e+00	5.28365e+00	4.44191e+00	3.61259e+00	3.13480e+00	2.86302e+00	2.34444e+00	1.55829e+00	6.14902e-01	-3.29865e-01
1989-10-28	6.38849e+00	6.31213e+00	6.17584e+00	5.81698e+00	5.27658e+00	4.51947e+00	3.84184e+00	3.47550e+00	3.16060e+00	2.56726e+00	1.66292e+00	4.70272e-01	-1.83335e+00
1989-10-29	6.35694e+00	6.26045e+00	6.09906e+00	5.69121e+00	5.09426e+00	4.27243e+00	3.54056e+00	3.19483e+00	2.95683e+00	2.48691e+00	1.75182e+00	7.71762e-01	-1.12233e+00
1989-10-30	6.39711e+00	6.30175e+00	6.14226e+00	5.73948e+00	5.14882e+00	4.31833e+00	3.48397e+00	3.00882e+00	2.74612e+00	2.24366e+00	1.47321e+00	4.59504e-01	-1.47644e+00
1989-10-31	6.66358e+00	6.55663e+00	6.38308e+00	5.95429e+00	5.33659e+00	4.48536e+00	3.68823e+00	3.29843e+00	3.04266e+00	2.54176e+00	1.76207e+00	7.21997e-01	-1.30029e+00
1989-11-01	6.12369e+00	6.03788e+00	5.89004e+00	5.50905e+00	4.94317e+00	4.15934e+00	3.49010e+00	3.19022e+00	2.93657e+00	2.43940e+00	1.66867e+00	6.45501e-01	-1.33287e+00
1989-11-02	6.16581e+00	6.06305e+00	5.89463e+00	5.47609e+00	4.87271e+00	4.04558e+00	3.25358e+00	2.78622e+00	2.49933e+00	1.96620e+00	1.16326e+00	1.23093e-01	-1.83840e+00
1989-11-03	6.52552e+00	6.40573e+00	6.21801e+00	5.76794e+00	5.13635e+00	4.27942e+00	3.44878e+00	2.95148e+00	2.62405e+00	2.02594e+00	1.13528e+00	-1.28768e-02	-2.16898e+00
1989-11-04	6.37749e+00	6.28790e+00	6.13619e+00	5.75077e+00	5.18549e+00	4.40035e+00	3.64655e+00	3.18401e+00	2.86227e+00	2.26826e+00	1.37378e+00	2.07988e-01	-2.01238e+00
1989-11-05	6.38360e+00	6.30812e+00	6.17411e+00	5.82410e+00	5.30204e+00	4.56200e+00	3.77190e+00	3.13687e+00	2.83545e+00	2.28938e+00	1.46037e+00	3.77614e-01	-1.67393e+00
1989-11-06	6.48718e+00	6.39434e+00	6.23820e+00	5.84276e+00	5.26350e+00	4.46343e+00	3.74429e+00	3.41789e+00	3.19934e+00	2.75498e+00	2.04928e+00	1.09622e+00	-7.76532e-01
1989-11-07	6.68868e+00	6.57150e+00	6.38776e+00	5.94909e+00	5.33887e+00	4.51290e+00	3.67200e+00	3.17005e+00	2.96777e+00	2.55286e+00	1.88504e+00	9.74982e-01	-8.29186e-01
1989-11-08	6.32373e+00	6.24456e+00	6.10528e+00	5.74232e+00	5.19989e+00	4.43616e+00	3.70780e+00	3.33300e+00	3.11212e+00	2.66597e+00	1.95801e+00	1.00257e+00	-8.72845e-01
1989-11-09	6.48314e+00	6.38920e+00	6.23232e+00	5.83765e+00	5.26240e+00	4.46124e+00	3.66060e+00	3.16120e+00	2.88800e+00	2.37555e+00	1.59831e+00	5.91006e-01	-1.29799e+00
1989-11-10	6.19852e+00	6.11839e+00	5.97770e+00	5.61129e+00	5.06406e+00	4.30118e+00	3.61768e+00	3.26462e+00	2.98014e+00	2.43141e+00	1.58168e+00	4.48063e-01	-1.76438e+00
1989-11-11	6.02738e+00	5.89922e+00	5.70137e+00	5.23449e+00	4.59528e+00	3.77591e+00	3.12089e+00	2.79975e+00	2.51705e+00	1.97452e+00	1.13869e+00	3.18556e-02	-2.09325e+00
1989-11-12	5.99553e+00	5.88870e+00	5.71316e+00	5.27299e+00	4.62782e+00	3.72458e+00	2.88424e+00	2.48549e+00	2.18847e+00	1.62399e+00	7.61570e-01	-3.73604e-01	-2.54866e+00
1989-11-13	6.30203e+00	6.16998e+00	5.96358e+00	5.46639e+00	4.76603e+00	3.83351e+00	2.99556e+00	2.43540e+00	1.97712e+00	1.23214e+00	2.26539e-01	-9.74984e-01	-3.05918e+00
1989-11-14	6.13642e+00	6.03107e+00	5.85858e+00	5.42863e+00	4.80495e+00	3.95295e+00	3.18337e+00	2.60672e+00	2.01690e+00	1.02450e+00	-3.76649e-01	-2.12307e+00	-5.30537e+00
1989-11-15	6.12426e+00	6.03440e+00	5.88080e+00	5.48651e+00	4.90279e+00	4.09980e+00	3.40015e+00	2.91279e+00	2.38391e+00	1.45571e+00	1.40254e-01	-8.67018e-01	-1.31914e+00
1989-11-16	6.00861e+00	5.91345e+00	5.75405e+00	5.35087e+00	4.76172e+00	3.97047e+00	3.33506e+00	2.90313e+00	2.39467e+00	1.49896e+00	1.86892e-01	-1.50047e+00	-4.68587e+00
1989-11-17	6.11059e+00	5.99044e+00	5.80183e+00	5.34971e+00	4.72084e+00	3.90126e+00	3.16394e+00	2.49862e+00	1.91760e+00	1.05024e+00	-1.68333e-01	-1.71752e+00	-4.50744e+00
1989-11-18	6.72491e+00	6.59264e+00	6.38824e+00	5.90366e+00	5.23649e+00	4.38417e+00	3.70771e+00	3.28377e+00	2.86835e+00	2.17595e+00	1.19598e+00	-5.38436e-02	-2.44482e+00
1989-11-19	6.40276e+00	6.29746e+00	6.12542e+00	5.69803e+00	5.08271e+00	4.26840e+00	3.64681e+00	3.35122e+00	3.05157e+00	2.48686e+00	1.63392e+00	5.28987e-01	-1.54406e+00
1989-11-20	6.41021e+00	6.31766e+00	6.16042e+00	5.75765e+00	5.15970e+00	4.32582e+00	3.61338e+00	3.33900e+00	3.11833e+00	2.66996e+00	1.96127e+00	1.00757e+00	-8.61464e-01
1989-11-21	6.34566e+00	6.25610e+00	6.10389e+00	5.71548e+00	5.14257e+00	4.34105e+00	3.57592e+00	3.18685e+00	2.96152e+00	2.51068e+00	1.79925e+00	8.41736e-01	-1.03834e+00
1989-11-22	6.15767e+00	6.06852e+00	5.91578e+00	5.52267e+00	4.93673e+00	4.10989e+00	3.35258e+00	3.03176e+00	2.81269e+00	2.36660e+00	1.65954e+00	7.06496e-01	-1.16110e+00
1989-11-23	6.13699e+00	6.05929e+00	5.92164e+00	5.56120e+00	5.02050e+00	4.25364e+00	3.48406e+00	3.00206e+00	2.73084e+00	2.21936e+00	1.43863e+00	4.19159e-01	-1.51114e+00
1989-11-24	6.34144e+00	6.23282e+00	6.05853e+00	5.63313e+00	5.02834e+00	4.20329e+00	3.41620e+00	2.99809e+00	2.75715e+00	2.28197e+00	1.53694e+00	5.38639e-01	-1.41014e+00
1989-11-25	6.07199e+00	5.98330e+00	5.83103e+00	5.43897e+00	4.85790e+00	4.06876e+00	3.44227e+00	3.08049e+00	2.67415e+00	1.94934e+00	8.89908e-01	-4.64374e-01	-3.01608e+00
1989-11-26	5.91125e+00	5.78429e+00	5.58702e+00	5.11631e+00	4.46022e+00	3.61892e+00	3.03003e+00	2.72712e+00	2.35871e+00	1.70498e+00	7.90219e-01	-2.74046e-01	-2.03411e+00
1989-11-27	6.14793e+00	6.04222e+00	5.86853e+00	5.43380e+00	4.80067e+00	3.93369e+00	3.16087e+00	2.61382e+00	2.07727e+00	1.21744e+00	6.97797e-02	-1.25076e+00	-3.45867e+00
1989-11-28	6.08919e+00	5.98134e+00	5.80699e+00	5.37883e+00	4.77039e+00	3.95789e+00	3.19675e+00	2.52221e+00	1.90625e+00	8.93905e-01	-5.22221e-01	-2.23818e+00	-4.92978e+00
1989-11-29	6.71114e+00	6.59618e+00	6.41066e+00	5.95158e+00	5.28609e+00	4.36507e+00	3.51308e+00	3.01868e+00	2.61131e+00	1.93058e+00	9.62768e-01	-2.75588e-01	-2.64267e+00
1989-11-30	6.66987e+00	6.55319e+00	6.36666e+00	5.90972e+00	5.25462e+00	4.35783e+00	3.54850e+00	3.17094e+00	2.89290e+00	2.37429e+00	1.60204e+00	6.07804e-01	-1.28072e+00
1989-12-01	6.49524e+00	6.39195e+00	6.22335e+00	5.80579e+00	5.20442e+00	4.37347e+00	3.54449e+00	3.03203e+00	2.74695e+00	2.22320e+00	1.43686e+00	4.28262e-01	-1.12709e+00
1989-12-02	6.45853e+00	6.34828e+00	6.17143e+00	5.73962e+00	5.12923e+00	4.32966e+00	3.65250e+00	3.14880e+00	2.66348e+00	1.85147e+00	7.10140e-01	-6.97579e-01	-3.24582e+00
1989-12-03	7.05303e+00	6.91569e+00	6.70667e+00	6.21978e+00	5.56212e+00	4.71950e+00	3.97249e+00	3.50510e+00	3.17570e+00	2.58825e+00	1.73058e+00	6.51179e-01	-1.33810e+00
1989-12-04	6.51047e+00	6.41259e+00	6.25022e+00	5.84321e+00	5.25159e+00	4.43286e+00	3.64493e+00	3.18534e+00	2.88523e+00	2.33744e+00	1.53349e+00	5.19821e-01	-1.34604e+00
1989-12-05	6.41094e+00	6.31869e+00	6.16408e+00	5.77495e+00	5.21213e+00	4.46518e+00	3.86614e+00	3.52679e+00	3.18107e+00	2.53904e+00	1.57092e+00	3.14484e-01	-1.98932e+00
1989-12-06	6.34058e+00	6.18243e+00	5.94188e+00	5.37382e+00	4.60646e+00	3.86809e+00	3.66682e+00	3.51531e+00	3.21812e+00	2.64673e+00	1.76788e+00	6.01802e-01	-1.65910e+00
1989-12-07	6.33682e+00	6.22730e+00	6.05193e+00	5.62467e+00	5.02055e+00	4.22290e+00	3.57128e+00	3.27250e+00	3.03504e+00	2.56195e+00	1.81622e+00	8.12802e-01	-1.15318e+00
1989-12-08	6.22073e+00	6.12900e+00	5.97289e+00	5.57273e+00	4.97816e+00	4.14225e+00	3.38178e+00	3.04515e+00	2.79699e+00	2.30635e+00	1.54042e+00	5.17059e-01	-1.47636e+00
1989-12-09	5.96839e+00	5.88584e+00	5.74151e+00	5.36569e+00	4.80300e+00	4.01802e+00	3.34340e+00	3.05359e+00	2.81584e+00	2.33945e+00	1.58946e+00	5.80919e-01	-1.39537e+00
1989-12-10	5.84681e+00	5.76222e+00	5.61535e+00	5.23467e+00	4.66700e+00	3.88277e+00	3.23879e+00	2.97859e+00	2.74867e+00	2.28299e+00	1.54516e+00	5.47652e-01	-1.41962e+00
1989-12-11	5.92260e+00	5.79791e+00	5.60243e+00	5.13125e+00	4.46528e+00	3.57761e+00	2.88586e+00	2.62885e+00	2.38233e+00	1.89354e+00	1.12884e+00	1.03094e-01	-1.90692e+00
1989-12-12	6.05342e+00	5.94090e+00	5.75882e+00	5.30770e+00	4.65340e+00	3.75126e+00	2.95177e+00	2.52362e+00	2.13642e+00	1.48002e+00	5.69317e-01	-5.47385e-01	-2.58086e+00
1989-12-13	6.00020e+00	5.89169e+00	5.71394e+00	5.26906e+00	4.61864e+00	3.72221e+00	2.93876e+00	2.42115e+00	1.88202e+00	1.03450e+00	-2.15017e-02	-1.21273e+00	-3.36345e+00
1989-12-14	6.35965e+00	6.25170e+00	6.07842e+00	5.65629e+00	5.06073e+00	4.26456e+00	3.50157e+00	2.82924e+00	2.24237e+00	1.27042e+00	-8.74775e-02	-1.68334e+00	-3.85150e+00
1989-12-15	6.42951e+00	6.31644e+00	6.13733e+00	5.70515e+00	5.09899e+00	4.30011e+00	3.62465e+00	3.21776e+00	2.84227e+00	2.16854e+00	1.17020e+00	-1.25962e-01	-2.61079e+00
1989-12-16	6.67078e+00	6.55347e+00	6.36646e+00	5.91009e+00	5.26051e+00	4.38938e+00	3.65568e+00	3.30203e+00	2.98977e+00	2.40549e+00	1.52440e+00	3.76811e-01	-1.80728e+00
1989-12-17	6.70878e+00	6.59521e+00	6.41469e+00	5.97743e+00	5.36039e+00	4.52530e+00	3.74088e+00	3.33402e+00	3.08635e+00	2.60336e+00	1.85417e+00	8.57966e-01	-1.07831e+00
1989-12-18	6.32256e+00	6.21105e+00	6.03361e+00	5.60269e+00	4.99195e+00	4.18535e+00	3.57983e+00	3.35440e+00	3.13213e+00	2.68048e+00	1.96665e+00	1.00660e+00	-8.69701e-01
1989-12-19	6.14850e+00	6.04832e+00	5.88151e+00	5.45968e+00	4.83813e+00	3.97281e+00	3.23718e+00	2.98121e+00	2.78423e+00	2.37418e+00	1.72008e+00	8.36613e-01	-8.98158e-01
1989-12-20	5.99793e+00	5.89613e+00	5.72815e+00	5.30660e+00	4.68949e+00	3.83514e+00	3.11067e+00	2.85039e+00	2.64947e+00	2.23634e+00	1.58399e+00	7.11718e-01	-9.80461e-01
1989-12-21	6.17098e+00	6.07695e+00	5.91812e+00	5.51295e+00	4.91221e+00	4.05859e+00	3.20926e+00	2.78155e+00	2.54266e+00	2.07429e+00	1.35093e+00	3.98868e-01	-1.41924e+00
1989-12-22	6.90696e+00	6.75701e+00	6.52965e+00	5.99851e+00	5.27789e+00	4.36122e+00	3.55969e+00	2.92020e+00	2.35336e+00	1.51556e+00	5.22898e-01	-5.88491e-01	-2.57563e+00
1989-12-23	6.16017e+00	6.05543e+00	5.88562e+00	5.46794e+00	4.87426e+00	4.10047e+00	3.48622e+00	3.03476e+00	2.50831e+00	1.59428e+00	2.77778e-01	-1.38433e+00	-4.47157e+00
1989-12-24	6.62972e+00	6.51253e+00	6.32677e+00	5.87659e+00	5.24153e+00	4.39724e+00	3.64881e+00	3.16762e+00	2.79164e+00	2.16116e+00	1.27842e+00	1.81290e-01	-1.85397e+00
1989-12-25	6.42685e+00	6.33483e+00	6.17968e+00	5.78649e+00	5.21073e+00	4.41112e+00	3.65056e+00	3.26472e+00	3.04836e+00	2.61232e+00	1.92367e+00	1.00006e+00	-7.99080e-01
1989-12-26	6.59817e+00	6.49457e+00	6.32566e+00	5.90796e+00	5.30759e+00	4.47838e+00	3.63237e+00	3.11248e+00	2.90643e+00	2.49308e+00	1.83470e+00	9.47385e-01	-7.87073e-01
1989-12-27	6.59817e+00	6.49457e+00	6.32566e+00	5.90796e+00	5.30759e+00	4.47838e+00	3.63237e+00	3.11248e+00	2.90643e+00	2.49308e+00	1.83470e+00	9.47385e-01	-7.87073e-01
1989-12-28	6.16026e+00	6.05525e+00	5.88311e+00	5.45410e+00	4.83630e+00	4.04023e+00	3.50792e+00	3.23512e+00	2.88455e+00	2.23324e+00	1.25036e+00	-3.77235e-02	-2.51112e+00
1989-12-29	6.92282e+00	6.78207e+00	6.56655e+00	6.05928e+00	5.36542e+00	4.46723e+00	3.66170e+00	3.14030e+00	2.73814e+00	2.04451e+00	1.03536e+00	-2.55995e-01	-2.68987e+00
1989-12-30	6.57408e+00	6.44377e+00	6.24081e+00	5.75519e+00	5.07792e+00	4.18689e+00	3.40556e+00	2.87855e+00	2.37874e+00	1.50920e+00	2.48099e-01	-1.35889e+00	-4.37126e+00
1989-12-31	6.60261e+00	6.52170e+00	6.37975e+00	6.00966e+00	5.45497e+00	4.67160e+00	3.93500e+00	3.55085e+00	3.27268e+00	2.73211e+00	1.88988e+00	7.60186e-01	-1.45861e+00
1990-01-01	5.53914e+00	5.51536e+00	5.44959e+00	5.24726e+00	4.92780e+00	4.47682e+00	3.99509e+00	3.41424e+00	3.11006e+00	2.67170e+00	2.00788e+00	1.14432e+00	-4.87820e-01
1990-01-02	5.25641e+00	5.23491e+00	5.17250e+00	4.97807e+00	4.66861e+00	4.22451e+00	3.73239e+00	3.11523e+00	2.82215e+00	2.39188e+00	1.72522e+00	8.43977e-01	-8.39664e-01
1990-01-03	5.28185e+00	5.26155e+00	5.20064e+00	5.00919e+00	4.70283e+00	4.25970e+00	3.75864e+00	3.10109e+00	2.81439e+00	2.41054e+00	1.76754e+00	8.95796e-01	-8.20668e-01
1990-01-04	4.92017e+00	4.91786e+00	4.88191e+00	4.74676e+00	4.51745e+00	4.17771e+00	3.78967e+00	3.24612e+00	2.93435e+00	2.49245e+00	1.80769e+00	8.96572e-01	-8.59390e-01
1990-01-05	5.36112e+00	5.33005e+00	5.25636e+00	5.04324e+00	4.72060e+00	4.27755e+00	3.80213e+00	3.18191e+00	2.86272e+00	2.42811e+00	1.75937e+00	8.73050e-01	-8.35720e-01
1990-01-06	4.77629e+00	4.79099e+00	4.77408e+00	4.66998e+00	4.46886e+00	4.15655e+00	3.79721e+00	3.29490e+00	2.97393e+00	2.49832e+00	1.76222e+00	7.79828e-01	-1.12761e+00
1990-01-07	4.67328e+00	4.67565e+00	4.64307e+00	4.50715e+00	4.26659e+00	3.90546e+00	3.50163e+00	2.99506e+00	2.71818e+00	2.28765e+00	1.61059e+00	7.01483e-01	-1.07162e+00
1990-01-08	4.84945e+00	4.80539e+00	4.71901e+00	4.49171e+00	4.16674e+00	3.73198e+00	3.27297e+00	2.71303e+00	2.42692e+00	1.99738e+00	1.32628e+00	4.27873e-01	-1.32172e+00
1990-01-09	4.83697e+00	4.82604e+00	4.77623e+00	4.60444e+00	4.31808e+00	3.89916e+00	3.43922e+00	2.84353e+00	2.39656e+00	1.67956e+00	6.19337e-01	-7.51822e-01	-3.34247e+00
1990-01-10	5.11458e+00	5.08910e+00	5.02081e+00	4.81164e+00	4.47924e+00	4.00337e+00	3.48915e+00	2.86411e+00	2.43660e+00	1.75172e+00	7.36631e-01	-5.78411e-01	-3.06554e+00
1990-01-11	5.49971e+00	5.45711e+00	5.36841e+00	5.12369e+00	4.76044e+00	4.26763e+00	3.75272e+00	3.12123e+00	2.72132e+00	2.11087e+00	1.21601e+00	7.22721e-02	-2.07482e+00
1990-01-12	5.61305e+00	5.56949e+00	5.48092e+00	5.24130e+00	4.89280e+00	4.42665e+00	3.93651e+00	3.32596e+00	3.01956e+00	2.57670e+00	1.89133e+00	9.83191e-01	-7.62061e-01
1990-01-13	4.87879e+00	4.88667e+00	4.86071e+00	4.73699e+00	4.50906e+00	4.15965e+00	3.76309e+00	3.27037e+00	3.03439e+00	2.67129e+00	2.08176e+00	1.27414e+00	-3.26832e-01
1990-01-14	5.15820e+00	5.12655e+00	5.05556e+00	4.85994e+00	4.57797e+00	4.19925e+00	3.78001e+00	3.17673e+00	2.89793e+00	2.55656e+00	2.00385e+00	1.24632e+00	-2.49915e-01
1990-01-15	5.16521e+00	5.14614e+00	5.08877e+00	4.91190e+00	4.63786e+00	4.25327e+00	3.81550e+00	3.11823e+00	2.75650e+00	2.39384e+00	1.81958e+00	1.03142e+00	-5.32343e-01
1990-01-16	5.12724e+00	5.10508e+00	5.04424e+00	4.86326e+00	4.59318e+00	4.23209e+00	3.83773e+00	3.17688e+00	2.72126e+00	2.28208e+00	1.63970e+00	7.86318e-01	-8.57936e-01
1990-01-17	5.02678e+00	4.98972e+00	4.91098e+00	4.69623e+00	4.38613e+00	3.97722e+00	3.55459e+00	2.99519e+00	2.61261e+00	2.06992e+00	1.30149e+00	3.40709e-01	-1.44626e+00
1990-01-18	5.05882e+00	5.01700e+00	4.92934e+00	4.68481e+00	4.31282e+00	3.78623e+00	3.20853e+00	2.53490e+00	2.18554e+00	1.64458e+00	8.52984e-01	-1.41894e-01	-1.94701e+00
1990-01-19	4.69442e+00	4.70557e+00	4.68380e+00	4.56858e+00	4.35104e+00	4.01316e+00	3.61838e+00	3.02744e+00	2.58114e+00	1.91433e+00	9.25710e-01	-3.53017e-01	-2.75685e+00
1990-01-20	5.37078e+00	5.29078e+00	5.15613e+00	4.82704e+00	4.38493e+00	3.84638e+00	3.33606e+00	2.71038e+00	2.31547e+00	1.74966e+00	9.07473e-01	-1.87021e-01	-2.24489e+00
1990-01-21	5.40029e+00	5.34849e+00	5.24919e+00	4.98642e+00	4.60651e+00	4.10359e+00	3.60558e+00	3.05948e+00	2.68334e+00	2.07879e+00	1.18884e+00	4.96284e-02	-2.03981e+00
1990-01-22	5.16348e+00	5.12613e+00	5.04618e+00	4.82304e+00	4.48541e+00	4.01172e+00	3.50504e+00	2.93807e+00	2.60993e+00	2.06513e+00	1.23349e+00	1.37245e-01	-1.97316e+00
1990-01-23	5.30101e+00	5.26727e+00	5.19096e+00	4.97247e+00	4.63742e+00	4.16536e+00	3.65537e+00	3.05634e+00	2.74388e+00	2.25499e+00	1.50232e+00	5.06838e-01	-1.40727e+00
1990-01-24	5.80456e+00	5.75921e+00	5.66627e+00	5.40988e+00	5.02542e+00	4.49371e+00	3.92148e+00	3.21632e+00	2.86498e+00	2.35744e+00	1.58752e+00	5.78207e-01	-1.34234e+00
